,Player,Pos,Age,Club,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
13,Hwang Ui-jo,"FW,MF",29.0,1.gr Olympiacos,4.0,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.4,0.0,0.4,0.4,0.4,Matches,Korea,
14,Kwon Kyung-won,DF,30.0,1.jp Gamba Osaka,2.0,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Korea,
15,Kwon Chang-hoon,"FW,MF",27.0,1.kr Sangju Sangmu,1.0,1,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.29,0.29,0.0,0.29,Matches,Korea,
16,Jeong Woo-yeong,MF,22.0,1.de Freiburg,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Korea,
17,Son Jun-ho,"MF,DF",30.0,1.cn Shandong Lunen,3.0,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Korea,
18,Hong Chul,DF,31.0,1.kr Daegu,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.13,0.13,0.0,0.13,Matches,Korea,
19,Paik Seung-ho,MF,25.0,1.kr Jeonbuk,1.0,0,26.0,0.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.46,0.0,3.46,3.46,3.46,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Korea,
20,Cho Yumin,FW,25.0,2.kr Daejeon Citizen FC,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Korea,
21,Song Bumkeun,GK,24.0,1.kr Jeonbuk,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Korea,
22,Cho Hyun-woo,GK,30.0,1.kr Ulsan Hyundai,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Korea,
23,Yoon Jong-gyu,"DF,MF",24.0,1.kr FC Seoul,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Korea,
24,Song Minkyu,"FW,MF",22.0,1.kr Jeonbuk,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Korea,
25,Kim Tae-hwan,"DF,MF",32.0,1.kr Ulsan Hyundai,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Korea,
26,Squad Total,,28.2,,4.0,44,360.0,4.0,5.0,3.0,5.0,0.0,0.0,6.0,0.0,1.25,0.75,2.0,1.25,2.0,4.6,4.6,3.3,7.9,1.14,0.83,1.98,1.14,1.98,,Korea,
27,Opponent Total,,27.0,,4.0,44,360.0,4.0,8.0,6.0,7.0,1.0,1.0,3.0,0.0,2.0,1.5,3.5,1.75,3.25,7.1,6.3,4.9,11.2,1.77,1.23,3.0,1.58,2.8,,Korea,
0,Joshua Kimmich,"MF,DF",27.0,1.de Bayern Munich,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.5,0.12,0.37,0.49,0.12,0.49,Matches,Germany,
1,Manuel Neuer,GK,36.0,1.de Bayern Munich,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Germany,
2,Antonio Rüdiger,DF,29.0,1.es Real Madrid,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.25,0.0,0.25,0.25,0.25,Matches,Germany,
3,Niklas Süle,DF,26.0,1.de Dortmund,3.0,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,Matches,Germany,
4,Serge Gnabry,"FW,MF",26.0,1.de Bayern Munich,3.0,3,263.0,2.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.34,0.68,0.34,0.68,1.1,1.1,1.5,2.6,0.37,0.51,0.88,0.37,0.88,Matches,Germany,
5,Jamal Musiala,"MF,FW",19.0,1.de Bayern Munich,3.0,3,258.0,2.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,1.9,1.9,0.9,2.8,0.67,0.3,0.97,0.67,0.97,Matches,Germany,
6,David Raum,DF,24.0,1.de RB Leipzig,3.0,3,242.0,2.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,0.0,0.0,0.6,0.6,0.0,0.22,0.22,0.0,0.22,Matches,Germany,
7,Thomas Müller,"FW,MF",32.0,1.de Bayern Munich,3.0,3,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,0.14,0.28,0.42,0.14,0.42,Matches,Germany,
8,İlkay Gündoğan,MF,31.0,1.eng Manchester City,3.0,3,189.0,2.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,1.1,0.4,0.1,0.5,0.54,0.05,0.6,0.17,0.22,Matches,Germany,
9,Leon Goretzka,MF,27.0,1.de Bayern Munich,3.0,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.26,0.01,0.27,0.26,0.27,Matches,Germany,
10,Leroy Sané,"FW,DF",26.0,1.de Bayern Munich,2.0,1,111.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,0.0,0.81,0.1,0.1,1.8,1.9,0.09,1.44,1.54,0.09,1.54,Matches,Germany,
11,Kai Havertz,FW,23.0,1.eng Chelsea,2.0,1,102.0,1.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.76,0.0,1.76,1.76,1.76,1.4,1.4,0.2,1.6,1.19,0.17,1.36,1.19,1.36,Matches,Germany,
12,Nico Schlotterbeck,DF,22.0,1.de Dortmund,2.0,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,Matches,Germany,
13,Thilo Kehrer,DF,25.0,1.eng West Ham,1.0,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Germany,
14,Niclas Füllkrug,FW,29.0,1.de Werder Bremen,3.0,0,69.0,0.8,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.61,1.3,3.91,2.61,3.91,2.2,2.2,0.6,2.8,2.86,0.76,3.62,2.86,3.62,Matches,Germany,
15,Lukas Klostermann,DF,26.0,1.de RB Leipzig,2.0,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Germany,
16,Mario Götze,MF,30.0,1.de Eint Frankfurt,2.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.21,0.29,0.5,0.21,0.5,Matches,Germany,
17,Jonas Hofmann,FW,29.0,1.de M'Gladbach,2.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.82,0.16,0.98,0.82,0.98,Matches,Germany,
18,Matthias Ginter,DF,28.0,1.de Freiburg,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Germany,
19,Youssoufa Moukoko,FW,17.0,1.de Dortmund,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Germany,
20,Karim Adeyemi,FW,20.0,1.de Dortmund,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Germany,
21,Armel Bella Kotchap,DF,20.0,1.eng Southampton,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Germany,
22,Julian Brandt,"FW,MF",26.0,1.de Dortmund,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Germany,
23,Christian Günter,"DF,MF",29.0,1.de Freiburg,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Germany,
24,Marc-André ter Stegen,GK,30.0,1.es Barcelona,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Germany,
25,Kevin Trapp,GK,31.0,1.de Eint Frankfurt,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Germany,
26,Squad Total,,27.3,,3.0,33,270.0,3.0,6.0,5.0,5.0,1.0,1.0,3.0,0.0,2.0,1.67,3.67,1.67,3.33,10.1,9.3,7.5,16.8,3.35,2.5,5.85,3.09,5.59,,Germany,
27,Opponent Total,,28.1,,3.0,33,270.0,3.0,5.0,2.0,5.0,0.0,0.0,2.0,0.0,1.67,0.67,2.33,1.67,2.33,3.4,3.4,1.7,5.1,1.13,0.56,1.7,1.13,1.7,,Germany,
0,Pervis Estupiñán,DF,24.0,1.eng Brighton,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.02,0.09,0.11,0.02,0.11,Matches,Ecuador,
1,Hernán Galíndez,GK,35.0,1.ec SD Aucas,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ecuador,
2,Piero Hincapié,DF,20.0,1.de Leverkusen,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ecuador,
3,Félix Torres Caicedo,DF,25.0,1.mx Santos,3.0,3,270.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.1,0.1,0.4,0.6,0.04,0.15,0.19,0.04,0.19,Matches,Ecuador,
4,Moisés Caicedo,MF,20.0,1.eng Brighton,3.0,3,269.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,0.5,0.5,0.0,0.5,0.17,0.0,0.17,0.17,0.17,Matches,Ecuador,
5,Gonzalo Plata,"MF,FW",21.0,1.es Valladolid,3.0,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.05,0.06,0.11,0.05,0.11,Matches,Ecuador,
6,Ángelo Preciado,DF,24.0,1.be Genk,3.0,3,264.0,2.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.1,0.1,0.4,0.5,0.02,0.14,0.17,0.02,0.17,Matches,Ecuador,
7,Enner Valencia,"FW,MF",32.0,1.tr Fenerbahçe,3.0,3,255.0,2.8,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.06,0.0,1.06,0.71,0.71,2.3,1.5,0.3,1.8,0.8,0.1,0.9,0.52,0.62,Matches,Ecuador,
8,Michael Estrada,FW,26.0,1.mx Cruz Azul,3.0,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.13,0.01,0.13,0.13,0.13,Matches,Ecuador,
9,Jhegson Méndez,MF,25.0,1.us Los Angeles FC,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,Matches,Ecuador,
10,Jackson Porozo,DF,21.0,1.fr Troyes,2.0,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches,Ecuador,
11,Romario Ibarra,MF,27.0,1.mx Pachuca,2.0,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.19,0.0,0.19,0.19,0.19,Matches,Ecuador,
12,Alan Franco,MF,23.0,1.ar Talleres,2.0,1,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ecuador,
13,Carlos Gruezo,MF,27.0,1.de Augsburg,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ecuador,
14,Jeremy Sarmiento,"MF,FW",19.0,1.eng Brighton,3.0,0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.07,0.09,0.15,0.07,0.15,Matches,Ecuador,
15,José Cifuentes,MF,23.0,1.us Los Angeles FC,2.0,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Ecuador,
16,Djorkaeff Reasco,FW,23.0,1.ar Newell's OB,1.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ecuador,
17,Kevin Rodríguez,FW,22.0,,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Ecuador,
18,Robert Arboleda,DF,30.0,1.br São Paulo,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ecuador,
19,Xavier Arreaga,DF,27.0,1.us Seattle,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ecuador,
20,Alexander Domínguez,GK,35.0,1.ec LDU de Quito,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ecuador,
21,Ángel Mena,"FW,MF",34.0,1.mx León,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ecuador,
22,William Pacho,DF,20.0,1.be Antwerp,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ecuador,
23,Diego Palacios,DF,22.0,1.us Los Angeles FC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ecuador,
24,Ayrton Preciado,MF,27.0,1.mx Santos,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ecuador,
25,Moisés Ramírez,GK,21.0,1.ec Independiente,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ecuador,
26,Squad Total,,24.9,,3.0,33,270.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,0.0,1.33,0.67,2.0,1.0,1.67,3.7,2.9,1.8,4.7,1.24,0.6,1.84,0.98,1.58,,Ecuador,
27,Opponent Total,,27.2,,3.0,33,270.0,3.0,3.0,1.0,2.0,1.0,1.0,5.0,0.0,1.0,0.33,1.33,0.67,1.0,2.6,1.8,1.0,2.8,0.85,0.35,1.2,0.59,0.93,,Ecuador,
0,Collins Fai,DF,29.0,1.sa Al-Ta'ee,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,Cameroon,
1,Nouhou Tolo,DF,24.0,1.us Seattle,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cameroon,
2,Andre-Frank Zambo Anguissa,MF,26.0,1.it Napoli,3.0,3,260.0,2.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches,Cameroon,
3,Eric Maxim Choupo-Moting,"FW,MF",33.0,1.de Bayern Munich,3.0,3,253.0,2.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.8,0.8,0.0,0.9,0.29,0.02,0.31,0.29,0.31,Matches,Cameroon,
4,Bryan Mbeumo,"FW,MF",22.0,1.eng Brentford,3.0,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.08,0.11,0.19,0.08,0.19,Matches,Cameroon,
5,Jean-Charles Castelletto,DF,27.0,1.fr Nantes,2.0,2,180.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.9,0.9,0.3,1.2,0.47,0.15,0.62,0.47,0.62,Matches,Cameroon,
6,Devis Epassy,GK,29.0,1.sa Abha,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cameroon,
7,Nicolas Nkoulou,DF,32.0,1.gr Aris,2.0,2,180.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.3,0.3,0.0,0.3,0.14,0.0,0.14,0.14,0.14,Matches,Cameroon,
8,Karl Toko Ekambi,"FW,MF",29.0,1.fr Lyon,3.0,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.1,0.14,0.24,0.1,0.24,Matches,Cameroon,
9,Pierre Kunde,MF,26.0,1.gr Olympiacos,2.0,2,131.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.15,0.05,0.2,0.15,0.2,Matches,Cameroon,
10,Martin Hongla,MF,24.0,1.it Hellas Verona,2.0,2,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.04,0.05,0.09,0.04,0.09,Matches,Cameroon,
11,Vincent Aboubakar,FW,30.0,1.sa Al-Nassr,3.0,1,142.0,1.6,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.27,0.63,1.9,1.27,1.9,0.6,0.6,0.6,1.2,0.37,0.39,0.76,0.37,0.76,Matches,Cameroon,
12,Samuel Oum Gouet,MF,24.0,1.be Mechelen,2.0,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cameroon,
13,Moumi Ngamaleu,"FW,MF",27.0,1.ru Dynamo Mosc,2.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.15,0.15,0.0,0.15,Matches,Cameroon,
14,Enzo Ebosse,DF,23.0,1.it Udinese,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cameroon,
15,Christopher Wooh,DF,20.0,1.fr Rennes,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Cameroon,
16,André Onana,GK,26.0,1.it Inter,1.0,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cameroon,
17,Gaël Ondoua,MF,26.0,2.de Hannover 96,2.0,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cameroon,
18,Georges-Kévin N'Koudou,"FW,MF",27.0,1.tr Beşiktaş,2.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,Cameroon,
19,Olivier Ntcham,MF,26.0,2.eng Swansea City,1.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.09,0.25,0.16,0.25,Matches,Cameroon,
20,Christian Bassogog,MF,26.0,1.cn Shanghai Shen,1.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cameroon,
21,Jerome Ngom Mbekeli,MF,23.0,1.cm Colombe Sportive du Dja et Lobo,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.23,2.23,0.0,2.23,Matches,Cameroon,
22,Olivier Mbaizo,DF,24.0,1.us Philadelphia,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cameroon,
23,Simon Ngapandouetnbu,GK,19.0,1.fr Marseille,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cameroon,
24,Jean-Pierre Nsame,FW,29.0,1.ch Young Boys,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cameroon,
25,Marou Souaibou,FW,21.0,1.cm Coton Sport FC de Garoua,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cameroon,
26,Squad Total,,27.2,,3.0,33,270.0,3.0,4.0,4.0,4.0,0.0,0.0,8.0,1.0,1.33,1.33,2.67,1.33,2.67,3.4,3.4,2.0,5.4,1.14,0.66,1.8,1.14,1.8,,Cameroon,
27,Opponent Total,,27.1,,3.0,33,270.0,3.0,4.0,4.0,4.0,0.0,0.0,6.0,0.0,1.33,1.33,2.67,1.33,2.67,5.8,5.8,4.7,10.5,1.92,1.58,3.5,1.92,3.5,,Cameroon,
0,José María Giménez,DF,27.0,1.es Atlético Madrid,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,Matches,Uruguay,3.0
1,Sergio Rochet,GK,29.0,1.uy Nacional,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Uruguay,3.0
2,Federico Valverde,MF,23.0,1.es Real Madrid,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.06,0.14,0.2,0.06,0.2,Matches,Uruguay,3.0
3,Mathías Olivera,DF,24.0,1.it Napoli,,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.03,0.15,0.18,0.03,0.18,Matches,Uruguay,3.0
4,Darwin Núñez,FW,22.0,1.eng Liverpool,,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.14,0.09,0.23,0.14,0.23,Matches,Uruguay,3.0
5,Rodrigo Bentancur,MF,24.0,1.eng Tottenham,,3,213.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.8,0.26,0.06,0.32,0.26,0.32,Matches,Uruguay,3.0
6,Matías Vecino,MF,30.0,1.it Lazio,,2,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches,Uruguay,3.0
7,Guillermo Varela,DF,29.0,1.br Flamengo,,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05,Matches,Uruguay,3.0
8,Facundo Pellistri,"MF,FW",20.0,1.eng Manchester Utd,,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.08,0.09,0.17,0.08,0.17,Matches,Uruguay,3.0
9,Sebastián Coates,DF,31.0,1.pt Sporting CP,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches,Uruguay,2.0
10,Diego Godín,DF,36.0,1.ar Vélez Sarsf,,2,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches,Uruguay,2.0
11,Luis Suárez,FW,35.0,1.uy Nacional,,2,146.0,1.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.62,0.62,0.0,0.62,0.4,0.4,0.1,0.5,0.26,0.04,0.29,0.26,0.29,Matches,Uruguay,3.0
12,Edinson Cavani,FW,35.0,1.es Valencia,,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.21,0.5,0.71,0.21,0.71,Matches,Uruguay,3.0
