,Player,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,
2,Mohamed Kanno,"MF,FW",27.0,3.0,119.0,147.0,81.0,1814.0,535.0,61.0,72.0,84.7,40.0,45.0,88.9,9.0,15.0,60.0,0,0.0,0.1,0.0,0.0,15.0,2.0,0.0,11.0,Matches,Saudi
3,Mohammed Al-Owais,GK,30.0,3.0,57.0,100.0,57.0,1829.0,1286.0,7.0,7.0,100.0,29.0,29.0,100.0,21.0,64.0,32.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi
4,Firas Al-Buraikan,"MF,FW",22.0,3.0,42.0,63.0,66.7,523.0,111.0,30.0,34.0,88.2,8.0,13.0,61.5,1.0,1.0,100.0,1,0.1,0.1,0.9,1.0,1.0,4.0,0.0,5.0,Matches,Saudi
5,Saleh Al-Shehri,FW,28.0,2.5,29.0,47.0,61.7,351.0,40.0,15.0,20.0,75.0,7.0,11.0,63.6,2.0,2.0,100.0,0,0.1,0.0,-0.1,2.0,4.0,0.0,0.0,0.0,Matches,Saudi
6,Ali Al-Bulaihi,DF,32.0,2.4,78.0,97.0,80.4,1353.0,379.0,31.0,36.0,86.1,39.0,45.0,86.7,6.0,13.0,46.2,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,Matches,Saudi
7,Abdulelah Al-Amri,DF,25.0,2.0,74.0,104.0,71.2,1677.0,951.0,26.0,35.0,74.3,26.0,33.0,78.8,22.0,34.0,64.7,0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,11.0,Matches,Saudi
8,Hassan Al Tambakti,DF,23.0,2.0,40.0,55.0,72.7,694.0,326.0,17.0,18.0,94.4,19.0,24.0,79.2,3.0,9.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches,Saudi
9,Abdulellah Al-Malki,MF,27.0,1.9,66.0,84.0,78.6,1057.0,288.0,30.0,32.0,93.8,31.0,42.0,73.8,4.0,7.0,57.1,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Matches,Saudi
10,Sultan Al-Ghanam,"DF,MF",28.0,1.4,34.0,52.0,65.4,489.0,245.0,23.0,27.0,85.2,9.0,14.0,64.3,2.0,8.0,25.0,0,0.1,0.1,-0.1,1.0,0.0,2.0,2.0,5.0,Matches,Saudi
11,Yasser Al-Shahrani,DF,30.0,1.0,13.0,29.0,44.8,221.0,123.0,6.0,8.0,75.0,6.0,14.0,42.9,1.0,6.0,16.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches,Saudi
12,Mohammed Al-Breik,DF,29.0,0.7,39.0,48.0,81.3,627.0,254.0,22.0,25.0,88.0,13.0,14.0,92.9,3.0,8.0,37.5,0,0.0,0.1,0.0,1.0,5.0,1.0,0.0,5.0,Matches,Saudi
13,Ali Al Hassan,MF,25.0,0.5,4.0,7.0,57.1,56.0,15.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Saudi
14,Sami Al-Najei,MF,25.0,0.5,13.0,21.0,61.9,200.0,64.0,8.0,10.0,80.0,3.0,7.0,42.9,1.0,3.0,33.3,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi
15,Salman Al-Faraj,MF,32.0,0.5,12.0,16.0,75.0,174.0,65.0,8.0,8.0,100.0,3.0,4.0,75.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Matches,Saudi
16,Nawaf Al Abed,MF,32.0,1.0,33.0,39.0,84.6,458.0,60.0,23.0,24.0,95.8,7.0,10.0,70.0,1.0,2.0,50.0,0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,0.0,Matches,Saudi
17,Riyadh Sharahili,MF,29.0,0.6,14.0,17.0,82.4,203.0,54.0,8.0,8.0,100.0,5.0,5.0,100.0,1.0,3.0,33.3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Saudi
18,Abdullah Madu,"DF,MF",28.0,0.5,5.0,13.0,38.5,89.0,64.0,2.0,3.0,66.7,2.0,6.0,33.3,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Saudi
19,Abdulrahman Al-Aboud,"MF,DF",27.0,0.4,8.0,13.0,61.5,79.0,19.0,5.0,5.0,100.0,2.0,5.0,40.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Matches,Saudi
20,Nasser Al-Dawsari,FW,23.0,0.1,11.0,11.0,100.0,169.0,46.0,7.0,7.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.1,0.1,-0.1,1.0,1.0,1.0,1.0,0.0,Matches,Saudi
21,Hattan Bahebri,MF,29.0,0.0,4.0,7.0,57.1,31.0,7.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,,1,0.6,0.0,0.4,1.0,0.0,0.0,0.0,0.0,Matches,Saudi
22,Asiri Haitham,FW,21.0,0.0,1.0,2.0,50.0,11.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Saudi
23,Squad Total,,27.3,3.0,870.0,1205.0,72.2,14844.0,5828.0,419.0,486.0,86.2,316.0,411.0,76.9,95.0,205.0,46.3,2,1.4,1.4,0.6,18.0,70.0,23.0,5.0,75.0,,Saudi
24,Opponent Total,,28.2,3.0,1152.0,1490.0,77.3,20969.0,7824.0,515.0,599.0,86.0,479.0,565.0,84.8,137.0,245.0,55.9,2,3.9,4.1,-1.9,33.0,89.0,25.0,9.0,73.0,,Saudi
0,Majid Hosseini,DF,25.0,3.0,86.0,106.0,81.1,1791.0,524.0,28.0,33.0,84.8,42.0,47.0,89.4,14.0,21.0,66.7,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Matches,IR
1,Morteza Pouraliganji,DF,30.0,3.0,92.0,128.0,71.9,1965.0,685.0,18.0,26.0,69.2,60.0,71.0,84.5,13.0,27.0,48.1,0,0.2,0.2,-0.2,2.0,6.0,1.0,0.0,7.0,Matches,IR
2,Mehdi Taremi,FW,29.0,3.0,58.0,78.0,74.4,956.0,157.0,22.0,29.0,75.9,26.0,32.0,81.3,6.0,8.0,75.0,1,0.7,0.1,0.3,9.0,8.0,0.0,0.0,4.0,Matches,IR
3,Ehsan Hajsafi,"MF,DF",32.0,2.6,61.0,98.0,62.2,1085.0,442.0,25.0,38.0,65.8,26.0,30.0,86.7,6.0,23.0,26.1,0,0.2,0.3,-0.2,2.0,6.0,1.0,0.0,6.0,Matches,IR
4,Ahmad Nourollahi,MF,29.0,2.5,35.0,54.0,64.8,519.0,150.0,16.0,21.0,76.2,13.0,21.0,61.9,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Matches,IR
5,Milad Mohammadi,DF,28.0,2.2,44.0,68.0,64.7,674.0,283.0,20.0,21.0,95.2,19.0,29.0,65.5,2.0,8.0,25.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches,IR
6,Saeid Ezatolahi,MF,25.0,2.4,66.0,88.0,75.0,1382.0,474.0,26.0,30.0,86.7,25.0,34.0,73.5,14.0,22.0,63.6,0,0.2,0.4,-0.2,2.0,7.0,4.0,1.0,4.0,Matches,IR
7,Ali Gholizadeh,"MF,FW",26.0,2.2,46.0,72.0,63.9,637.0,262.0,30.0,39.0,76.9,13.0,20.0,65.0,2.0,9.0,22.2,1,0.2,0.7,0.8,2.0,4.0,4.0,1.0,4.0,Matches,IR
8,Ramin Rezaeian,DF,32.0,2.0,73.0,105.0,69.5,1240.0,681.0,37.0,40.0,92.5,25.0,36.0,69.4,9.0,26.0,34.6,0,0.3,0.5,-0.3,3.0,2.0,4.0,1.0,5.0,Matches,IR
9,Sardar Azmoun,FW,27.0,1.4,18.0,30.0,60.0,225.0,85.0,8.0,14.0,57.1,7.0,8.0,87.5,0.0,1.0,0.0,0,0.1,0.2,-0.1,1.0,3.0,1.0,0.0,2.0,Matches,IR
10,Alireza Beiranvand,GK,29.0,1.2,20.0,31.0,64.5,604.0,501.0,2.0,2.0,100.0,13.0,13.0,100.0,5.0,16.0,31.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,IR
11,Hossein Hosseini,GK,29.0,1.8,23.0,47.0,48.9,811.0,676.0,0.0,0.0,,9.0,9.0,100.0,14.0,36.0,38.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR
12,Ali Karimi,MF,28.0,1.1,34.0,45.0,75.6,584.0,149.0,18.0,21.0,85.7,12.0,15.0,80.0,4.0,7.0,57.1,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,Matches,IR
13,Sadegh Moharrami,DF,26.0,1.0,18.0,26.0,69.2,204.0,92.0,14.0,14.0,100.0,3.0,9.0,33.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR
14,Alireza Jahanbakhsh,MF,28.0,0.7,11.0,17.0,64.7,160.0,54.0,4.0,5.0,80.0,6.0,9.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Matches,IR
15,Roozbeh Cheshmi,"DF,MF",28.0,0.6,7.0,11.0,63.6,125.0,33.0,2.0,3.0,66.7,5.0,7.0,71.4,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR
16,Mehdi Torabi,MF,27.0,0.7,30.0,37.0,81.1,421.0,168.0,19.0,21.0,90.5,9.0,12.0,75.0,1.0,1.0,100.0,0,0.6,0.2,-0.6,3.0,5.0,0.0,0.0,6.0,Matches,IR
17,Saman Ghoddos,MF,28.0,0.5,15.0,20.0,75.0,193.0,39.0,10.0,10.0,100.0,5.0,6.0,83.3,0.0,3.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Matches,IR
18,Hossein Kanaanizadegan,DF,28.0,0.5,8.0,11.0,72.7,213.0,121.0,2.0,3.0,66.7,2.0,2.0,100.0,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IR
19,Karim Ansarifard,"FW,MF",32.0,0.4,4.0,5.0,80.0,48.0,10.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,Matches,IR
20,Abolfazl Jalali,DF,23.0,0.2,20.0,29.0,69.0,311.0,51.0,9.0,9.0,100.0,11.0,14.0,78.6,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches,IR
21,Squad Total,,28.5,3.0,769.0,1106.0,69.5,14148.0,5637.0,312.0,382.0,81.7,332.0,425.0,78.1,96.0,225.0,42.7,2,2.4,2.7,-0.4,26.0,55.0,17.0,3.0,56.0,,IR
22,Opponent Total,,25.7,3.0,1594.0,1930.0,82.6,29784.0,9780.0,666.0,740.0,90.0,715.0,820.0,87.2,183.0,285.0,64.2,7,3.6,2.8,3.4,27.0,118.0,20.0,5.0,109.0,,IR
0,Óscar Duarte,DF,33.0,3.0,68.0,98.0,69.4,1500.0,529.0,18.0,22.0,81.8,38.0,45.0,84.4,11.0,27.0,40.7,0,0.3,0.0,-0.3,2.0,1.0,0.0,0.0,0.0,Matches,Costa
1,Keylor Navas,GK,35.0,3.0,61.0,102.0,59.8,2135.0,1522.0,7.0,7.0,100.0,25.0,25.0,100.0,29.0,68.0,42.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Costa
2,Joel Campbell,"FW,MF",29.0,3.0,104.0,138.0,75.4,1748.0,363.0,52.0,61.0,85.2,39.0,44.0,88.6,9.0,19.0,47.4,0,0.1,0.1,-0.1,1.0,3.0,4.0,1.0,10.0,Matches,Costa
3,Yeltsin Tejeda,MF,30.0,3.0,78.0,99.0,78.8,1348.0,378.0,39.0,46.0,84.8,30.0,37.0,81.1,8.0,12.0,66.7,1,0.1,0.0,0.9,1.0,6.0,1.0,0.0,7.0,Matches,Costa
4,Bryan Oviedo,DF,32.0,2.9,67.0,89.0,75.3,1012.0,339.0,37.0,45.0,82.2,28.0,32.0,87.5,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,Matches,Costa
5,Keysher Fuller,"DF,MF",27.0,2.8,44.0,63.0,69.8,663.0,194.0,21.0,27.0,77.8,21.0,26.0,80.8,1.0,7.0,14.3,0,0.2,0.1,-0.2,1.0,2.0,0.0,0.0,1.0,Matches,Costa
6,Celso Borges,MF,34.0,2.8,98.0,120.0,81.7,1587.0,676.0,48.0,56.0,85.7,38.0,45.0,84.4,7.0,11.0,63.6,0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,8.0,Matches,Costa
7,Kendall Waston,DF,34.0,2.5,57.0,71.0,80.3,1225.0,437.0,16.0,19.0,84.2,32.0,35.0,91.4,8.0,15.0,53.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Costa
8,Francisco Calvo,DF,29.0,2.0,86.0,104.0,82.7,1562.0,601.0,34.0,37.0,91.9,43.0,49.0,87.8,8.0,17.0,47.1,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,Matches,Costa
9,Anthony Contreras,"FW,MF",22.0,1.4,15.0,26.0,57.7,193.0,13.0,10.0,15.0,66.7,4.0,5.0,80.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Matches,Costa
10,Jewison Bennette,MF,17.0,1.1,11.0,14.0,78.6,179.0,41.0,6.0,6.0,100.0,4.0,5.0,80.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Matches,Costa
11,Brandon Aguilera,MF,18.0,1.0,27.0,38.0,71.1,398.0,134.0,12.0,16.0,75.0,13.0,13.0,100.0,1.0,4.0,25.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches,Costa
12,Juan Pablo Vargas,DF,27.0,1.0,19.0,24.0,79.2,368.0,223.0,9.0,10.0,90.0,8.0,9.0,88.9,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa
13,Johan Venegas,"FW,MF",33.0,0.8,11.0,14.0,78.6,143.0,13.0,10.0,11.0,90.9,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa
14,Gerson Torres,MF,24.0,0.7,16.0,16.0,100.0,228.0,14.0,8.0,8.0,100.0,8.0,8.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa
15,Carlos Martínez,DF,23.0,0.5,10.0,15.0,66.7,196.0,109.0,5.0,7.0,71.4,3.0,6.0,50.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa
16,Youstin Salas,"DF,MF",25.0,0.5,15.0,19.0,78.9,294.0,202.0,6.0,7.0,85.7,7.0,8.0,87.5,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Costa
17,Bryan Ruiz,MF,36.0,0.3,8.0,12.0,66.7,114.0,11.0,5.0,5.0,100.0,3.0,4.0,75.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa
18,Álvaro Zamora,MF,20.0,0.3,5.0,5.0,100.0,55.0,22.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Costa
19,Rónald Matarrita,"DF,MF",27.0,0.3,18.0,29.0,62.1,298.0,173.0,10.0,11.0,90.9,6.0,12.0,50.0,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Costa
20,Daniel Chacón,MF,21.0,0.0,1.0,1.0,100.0,10.0,12.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa
21,Roan Wilson,MF,20.0,0.0,4.0,4.0,100.0,52.0,0.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Costa
22,Squad Total,,29.7,3.0,823.0,1101.0,74.8,15308.0,6006.0,362.0,425.0,85.2,352.0,411.0,85.6,92.0,199.0,46.2,1,0.6,0.4,0.4,7.0,35.0,7.0,2.0,38.0,,Costa
23,Opponent Total,,26.9,3.0,2209.0,2485.0,88.9,37163.0,11181.0,1023.0,1097.0,93.3,965.0,1038.0,93.0,166.0,242.0,68.6,7,7.1,7.1,-0.1,45.0,192.0,44.0,11.0,149.0,,Costa
0,Joachim Andersen,DF,26.0,3.0,198.0,250.0,79.2,4353.0,1456.0,50.0,65.0,76.9,115.0,125.0,92.0,29.0,51.0,56.9,1,0.2,0.1,0.8,1.0,30.0,1.0,0.0,16.0,Matches,Denmark
1,Andreas Christensen,DF,26.0,3.0,237.0,251.0,94.4,4457.0,1407.0,89.0,93.0,95.7,116.0,119.0,97.5,26.0,32.0,81.3,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,Matches,Denmark
2,Christian Eriksen,MF,30.0,3.0,188.0,230.0,81.7,3621.0,1062.0,87.0,96.0,90.6,63.0,68.0,92.6,33.0,55.0,60.0,0,0.4,0.4,-0.4,9.0,20.0,1.0,1.0,16.0,Matches,Denmark
3,Pierre Højbjerg,MF,26.0,3.0,200.0,224.0,89.3,3784.0,1123.0,95.0,102.0,93.1,68.0,75.0,90.7,35.0,44.0,79.5,0,0.0,0.1,0.0,1.0,30.0,2.0,0.0,21.0,Matches,Denmark
4,Kasper Schmeichel,GK,35.0,3.0,72.0,87.0,82.8,1830.0,1388.0,16.0,16.0,100.0,36.0,36.0,100.0,20.0,35.0,57.1,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Matches,Denmark
5,Joakim Mæhle,DF,25.0,2.8,119.0,146.0,81.5,1631.0,428.0,76.0,82.0,92.7,35.0,41.0,85.4,4.0,12.0,33.3,0,0.0,0.1,0.0,1.0,6.0,3.0,0.0,7.0,Matches,Denmark
6,Rasmus Nissen,DF,24.0,2.5,137.0,179.0,76.5,1979.0,746.0,73.0,82.0,89.0,58.0,76.0,76.3,3.0,10.0,30.0,0,0.0,0.1,0.0,1.0,13.0,2.0,0.0,19.0,Matches,Denmark
7,Jesper Lindstrøm,"MF,FW",22.0,2.2,36.0,52.0,69.2,427.0,99.0,26.0,34.0,76.5,8.0,11.0,72.7,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,Matches,Denmark
8,Andreas Skov Olsen,"FW,MF",22.0,1.5,43.0,63.0,68.3,652.0,116.0,25.0,28.0,89.3,15.0,20.0,75.0,3.0,4.0,75.0,0,0.0,0.1,0.0,0.0,2.0,1.0,0.0,3.0,Matches,Denmark
9,Mikkel Damsgaard,"MF,FW",21.0,1.7,55.0,72.0,76.4,833.0,251.0,32.0,40.0,80.0,16.0,21.0,76.2,4.0,7.0,57.1,0,0.3,0.2,-0.3,2.0,9.0,3.0,2.0,5.0,Matches,Denmark
10,Kasper Dolberg,FW,24.0,1.3,15.0,18.0,83.3,186.0,38.0,8.0,11.0,72.7,6.0,6.0,100.0,0.0,0.0,,0,0.1,0.0,-0.1,1.0,0.0,2.0,1.0,2.0,Matches,Denmark
11,Martin Braithwaite,"FW,MF",31.0,1.1,14.0,20.0,70.0,207.0,32.0,6.0,7.0,85.7,5.0,5.0,100.0,1.0,1.0,100.0,0,0.1,0.1,-0.1,3.0,0.0,1.0,0.0,1.0,Matches,Denmark
12,Andreas Cornelius,FW,29.0,1.0,21.0,34.0,61.8,206.0,14.0,13.0,16.0,81.3,5.0,13.0,38.5,0.0,0.0,,0,0.1,0.0,-0.1,3.0,0.0,0.0,0.0,1.0,Matches,Denmark
13,Victor Nelsson,DF,23.0,1.0,69.0,74.0,93.2,1263.0,355.0,24.0,25.0,96.0,40.0,42.0,95.2,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,Matches,Denmark
14,Mathias Jensen,MF,26.0,0.9,52.0,67.0,77.6,871.0,249.0,28.0,33.0,84.8,16.0,18.0,88.9,6.0,13.0,46.2,0,0.4,0.1,-0.4,4.0,7.0,2.0,0.0,4.0,Matches,Denmark
15,Simon Kjær,DF,33.0,0.7,50.0,59.0,84.7,989.0,462.0,20.0,24.0,83.3,25.0,28.0,89.3,5.0,7.0,71.4,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,Matches,Denmark
16,Thomas Delaney,MF,30.0,0.5,24.0,29.0,82.8,394.0,73.0,11.0,12.0,91.7,11.0,13.0,84.6,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Matches,Denmark
17,Alexander Bah,DF,24.0,0.5,37.0,53.0,69.8,580.0,150.0,15.0,18.0,83.3,19.0,23.0,82.6,1.0,9.0,11.1,0,0.1,0.1,-0.1,1.0,0.0,3.0,1.0,2.0,Matches,Denmark
18,Robert Skov,DF,26.0,0.2,17.0,21.0,81.0,281.0,55.0,7.0,8.0,87.5,9.0,9.0,100.0,1.0,3.0,33.3,0,0.0,0.4,0.0,0.0,1.0,1.0,1.0,2.0,Matches,Denmark
19,Christian Nørgaard,MF,28.0,0.1,14.0,15.0,93.3,201.0,58.0,10.0,11.0,90.9,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Matches,Denmark
20,Squad Total,,26.6,3.0,1598.0,1944.0,82.2,28745.0,9562.0,711.0,803.0,88.5,670.0,753.0,89.0,176.0,292.0,60.3,1,1.8,1.8,-0.8,27.0,154.0,25.0,6.0,133.0,,Denmark
21,Opponent Total,,27.1,3.0,978.0,1306.0,74.9,18383.0,7127.0,401.0,464.0,86.4,429.0,521.0,82.3,123.0,247.0,49.8,3,3.5,2.9,-0.5,34.0,66.0,15.0,8.0,56.0,,Denmark
0,Nikola Milenković,DF,24.0,3.0,141.0,163.0,86.5,2363.0,823.0,69.0,73.0,94.5,55.0,62.0,88.7,16.0,23.0,69.6,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,Matches,Serbia
1,Vanja Milinković-Savić,GK,25.0,3.0,90.0,125.0,72.0,2523.0,1707.0,11.0,11.0,100.0,57.0,58.0,98.3,22.0,56.0,39.3,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Matches,Serbia
2,Aleksandar Mitrović,FW,27.0,2.9,54.0,69.0,78.3,799.0,106.0,29.0,34.0,85.3,17.0,22.0,77.3,3.0,4.0,75.0,0,0.7,0.1,-0.7,2.0,5.0,1.0,0.0,2.0,Matches,Serbia
3,Dušan Tadić,"MF,FW",33.0,2.9,90.0,127.0,70.9,1402.0,501.0,50.0,59.0,84.7,31.0,40.0,77.5,6.0,17.0,35.3,2,0.7,1.1,1.3,10.0,8.0,9.0,2.0,14.0,Matches,Serbia
4,Saša Lukić,MF,25.0,2.7,143.0,162.0,88.3,2488.0,505.0,60.0,67.0,89.6,70.0,76.0,92.1,10.0,13.0,76.9,0,0.0,0.1,0.0,0.0,12.0,1.0,1.0,5.0,Matches,Serbia
5,Strahinja Pavlović,DF,21.0,2.6,121.0,156.0,77.6,1987.0,944.0,55.0,66.0,83.3,54.0,66.0,81.8,8.0,17.0,47.1,0,0.0,0.1,0.0,0.0,15.0,0.0,0.0,13.0,Matches,Serbia
6,Sergej Milinković-Savić,MF,27.0,2.6,87.0,120.0,72.5,1467.0,405.0,44.0,55.0,80.0,33.0,41.0,80.5,8.0,16.0,50.0,0,0.0,0.2,0.0,0.0,9.0,2.0,0.0,10.0,Matches,Serbia
7,Miloš Veljković,DF,26.0,2.5,98.0,112.0,87.5,2106.0,647.0,18.0,20.0,90.0,68.0,70.0,97.1,11.0,17.0,64.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches,Serbia
8,Andrija Živković,DF,25.0,2.3,71.0,96.0,74.0,1121.0,362.0,31.0,32.0,96.9,31.0,40.0,77.5,5.0,17.0,29.4,2,1.1,0.8,0.9,4.0,6.0,3.0,0.0,6.0,Matches,Serbia
9,Filip Kostić,DF,29.0,2.0,72.0,113.0,63.7,1170.0,416.0,28.0,34.0,82.4,30.0,46.0,65.2,7.0,19.0,36.8,0,0.0,0.2,0.0,1.0,3.0,2.0,2.0,6.0,Matches,Serbia
10,Nemanja Maksimović,MF,27.0,1.4,50.0,57.0,87.7,673.0,181.0,31.0,31.0,100.0,18.0,22.0,81.8,0.0,2.0,0.0,0,0.1,0.1,-0.1,3.0,5.0,2.0,2.0,0.0,Matches,Serbia
11,Nemanja Gudelj,"MF,DF",30.0,1.0,44.0,52.0,84.6,755.0,229.0,23.0,24.0,95.8,18.0,23.0,78.3,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches,Serbia
12,Dušan Vlahović,FW,22.0,0.9,6.0,11.0,54.5,105.0,20.0,2.0,6.0,33.3,2.0,2.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Serbia
13,Filip Mladenović,DF,30.0,0.7,20.0,25.0,80.0,279.0,95.0,10.0,10.0,100.0,8.0,11.0,72.7,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Serbia
14,Nemanja Radonjić,"DF,FW",26.0,0.7,15.0,24.0,62.5,236.0,74.0,8.0,10.0,80.0,4.0,7.0,57.1,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Matches,Serbia
15,Luka Jović,FW,24.0,0.4,6.0,10.0,60.0,115.0,4.0,3.0,5.0,60.0,2.0,3.0,66.7,1.0,2.0,50.0,0,0.2,0.1,-0.2,2.0,0.0,0.0,0.0,0.0,Matches,Serbia
16,Stefan Mitrović,DF,32.0,0.4,18.0,21.0,85.7,313.0,111.0,7.0,8.0,87.5,8.0,9.0,88.9,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serbia
17,Ivan Ilić,MF,21.0,0.4,19.0,20.0,95.0,236.0,45.0,11.0,11.0,100.0,7.0,8.0,87.5,0.0,0.0,,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,Matches,Serbia
18,Darko Lazović,DF,31.0,0.3,7.0,12.0,58.3,151.0,19.0,3.0,5.0,60.0,2.0,4.0,50.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serbia
19,Filip Đuričić,"MF,FW",30.0,0.2,5.0,6.0,83.3,96.0,23.0,2.0,3.0,66.7,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Serbia
20,Srđan Babić,DF,26.0,0.1,10.0,16.0,62.5,231.0,66.0,2.0,4.0,50.0,5.0,6.0,83.3,3.0,6.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serbia
